date,month,blood_type,available_units,previous_day_stock,donated_units,requested_units,donor_count,hospital_requests,emergency_cases,is_holiday,special_event,shortage
2024-04-17,4,O+,21,46,18,43,15,9,14,0,0,1
2024-04-17,4,O-,0,25,38,70,37,6,7,0,0,1
2024-04-18,4,A+,14,33,42,61,41,7,18,0,0,1
2024-04-18,4,A-,100,83,46,29,43,2,15,0,0,0
2024-04-18,4,B+,47,45,42,40,38,6,14,0,0,0
2024-04-18,4,B-,9,60,22,73,21,8,6,0,0,1
2024-04-18,4,AB+,71,92,22,43,18,8,0,0,0,0
2024-04-18,4,AB-,34,41,30,37,30,3,19,0,0,1
2024-04-18,4,O+,53,63,47,57,43,2,3,0,0,1
2024-04-18,4,O-,67,95,27,55,23,5,14,0,0,0
2024-04-19,4,A+,111,92,46,27,42,9,0,1,0,0
2024-04-19,4,A-,58,74,22,38,22,4,11,1,0,0
2024-04-19,4,B+,0,21,25,77,24,3,3,1,0,1
2024-04-19,4,B-,77,61,47,31,45,9,14,1,0,0
2024-04-19,4,AB+,69,71,37,39,35,2,12,1,0,0
2024-04-19,4,AB-,29,27,45,43,43,3,18,1,0,1
2024-04-19,4,O+,0,33,24,62,21,5,14,1,0,1
2024-04-19,4,O-,2,36,25,59,23,7,12,1,0,1
2024-04-20,4,A+,89,82,33,26,30,9,8,1,0,0
2024-04-20,4,A-,85,95,46,56,43,2,19,1,0,0
2024-04-20,4,B+,97,95,34,32,30,9,18,1,0,0
2024-04-20,4,B-,26,82,18,74,14,7,12,1,0,1
2024-04-20,4,AB+,0,38,34,75,34,1,4,1,0,1
2024-04-20,4,AB-,51,63,48,60,46,7,12,1,0,1
2024-04-20,4,O+,44,61,16,33,16,5,5,1,0,0
2024-04-20,4,O-,84,50,51,17,47,3,7,1,0,0
2024-04-21,4,A+,0,38,15,59,15,5,6,1,0,1
2024-04-21,4,A-,59,87,19,47,18,6,11,1,0,0
2024-04-21,4,B+,56,64,19,27,17,2,16,1,0,0
2024-04-21,4,B-,0,41,33,86,29,5,10,1,0,1
2024-04-21,4,AB+,0,35,37,88,36,5,14,1,0,1
2024-04-21,4,AB-,0,22,26,69,24,8,1,1,0,1
2024-04-21,4,O+,30,58,18,46,17,4,0,1,0,1
2024-04-21,4,O-,23,61,23,61,22,7,8,1,0,1
2024-04-22,4,A+,18,25,45,52,43,6,18,0,0,1
2024-04-22,4,A-,38,57,17,36,16,3,15,0,0,0
2024-04-22,4,B+,0,23,20,83,19,4,11,0,0,1
2024-04-22,4,B-,42,34,27,19,23,5,5,0,0,0
2024-04-22,4,AB+,46,68,33,55,33,1,17,0,0,1
2024-04-22,4,AB-,5,50,16,61,14,2,17,0,0,1
2024-04-22,4,O+,0,23,18,75,18,1,13,0,0,1
2024-04-22,4,O-,0,25,22,53,21,1,6,0,0,1
2024-04-23,4,A+,0,32,15,62,14,1,19,0,0,1
2024-04-23,4,A-,36,64,40,68,39,4,11,0,0,1
2024-04-23,4,B+,5,24,52,71,48,7,3,0,0,1
2024-04-23,4,B-,60,56,42,38,41,7,11,0,0,0
2024-04-23,4,AB+,22,61,44,83,40,8,18,0,0,1
2024-04-23,4,AB-,0,53,13,71,13,5,3,0,0,1
2024-04-23,4,O+,0,63,14,90,13,7,18,0,0,1
2024-04-23,4,O-,61,94,27,60,25,1,10,0,0,0
2024-04-24,4,A+,80,86,33,39,30,6,8,0,0,0
2024-04-24,4,A-,25,62,43,80,42,8,4,0,0,1
2024-04-24,4,B+,0,33,14,87,11,3,13,0,0,1
2024-04-24,4,B-,0,27,51,84,48,8,5,0,0,1
2024-04-24,4,AB+,23,61,15,53,14,1,11,0,0,1
2024-04-24,4,AB-,23,62,22,61,19,7,6,0,0,1
2024-04-24,4,O+,29,74,17,62,15,6,7,0,0,1
2024-04-24,4,O-,91,77,36,22,34,1,12,0,0,0
2024-04-25,4,A+,4,32,6,34,5,8,1,0,1,1
2024-04-25,4,A-,0,53,6,94,4,4,15,0,1,1
2024-04-25,4,B+,0,31,4,78,3,1,6,0,1,1
2024-04-25,4,B-,2,54,6,58,5,3,7,0,1,1
2024-04-25,4,AB+,6,79,5,78,4,9,11,0,1,1
2024-04-25,4,AB-,22,34,7,19,7,2,1,0,1,0
2024-04-25,4,O+,12,39,1,28,1,6,12,0,1,1
2024-04-25,4,O-,83,96,7,20,5,5,0,0,1,0
2024-04-26,4,A+,23,47,37,61,33,3,3,1,0,1
2024-04-26,4,A-,95,69,45,19,41,4,9,1,0,0
2024-04-26,4,B+,0,34,33,85,29,9,7,1,0,1
2024-04-26,4,B-,11,33,25,47,22,2,9,1,0,1
2024-04-26,4,AB+,0,31,15,96,15,4,17,1,0,1
2024-04-26,4,AB-,3,47,31,75,30,1,7,1,0,1
2024-04-26,4,O+,102,93,25,16,21,5,3,1,0,0
2024-04-26,4,O-,44,65,25,46,23,1,8,1,0,1
2024-04-27,4,A+,85,61,46,22,45,7,3,1,0,0
2024-04-27,4,A-,58,72,16,30,16,6,16,1,0,0
2024-04-27,4,B+,32,66,24,58,21,6,13,1,0,1
2024-04-27,4,B-,7,71,15,79,14,4,16,1,0,1
2024-04-27,4,AB+,87,93,13,19,12,4,6,1,0,0
2024-04-27,4,AB-,10,74,17,81,13,4,18,1,0,1
2024-04-27,4,O+,41,35,38,32,34,6,6,1,0,0
2024-04-27,4,O-,32,58,35,61,33,3,17,1,0,1
2024-04-28,4,A+,75,77,21,23,21,1,4,1,0,0
2024-04-28,4,A-,49,76,22,49,20,8,3,1,0,0
2024-04-28,4,B+,85,61,53,29,49,6,17,1,0,0
2024-04-28,4,B-,23,33,40,50,39,5,9,1,0,1
2024-04-28,4,AB+,77,93,14,30,12,9,6,1,0,0
2024-04-28,4,AB-,1,53,29,81,28,2,11,1,0,1
2024-04-28,4,O+,0,46,11,74,10,7,11,1,0,1
2024-04-28,4,O-,109,97,29,17,25,2,5,1,0,0
2024-04-29,4,A+,49,39,34,24,34,7,1,0,0,0
2024-04-29,4,A-,31,67,37,73,33,2,1,0,0,1
2024-04-29,4,B+,73,41,50,18,47,6,8,0,0,0
2024-04-29,4,B-,30,27,37,34,34,8,5,0,0,1
2024-04-29,4,AB+,68,96,50,78,48,6,10,0,0,1
2024-04-29,4,AB-,27,84,16,73,12,6,19,0,0,1
2024-04-29,4,O+,17,64,16,63,15,9,3,0,0,1
2024-04-29,4,O-,55,46,26,17,25,7,5,0,0,0
2024-04-30,4,A+,13,65,21,73,20,8,10,0,0,1
2024-04-30,4,A-,0,21,49,77,49,2,11,0,0,1
2024-04-30,4,B+,46,63,22,39,22,6,7,0,0,0
2024-04-30,4,B-,86,88,45,47,44,9,10,0,0,0
2024-04-30,4,AB+,61,63,36,38,36,1,9,0,0,0
2024-04-30,4,AB-,81,99,28,46,28,5,18,0,0,0
2024-04-30,4,O+,74,71,27,24,26,1,14,0,0,0
2024-04-30,4,O-,39,33,38,32,37,2,16,0,0,0
2024-05-01,5,A+,57,53,42,38,41,8,15,0,0,0
2024-05-01,5,A-,38,37,23,22,20,5,10,0,0,0
2024-05-01,5,B+,0,35,34,82,31,5,18,0,0,1
2024-05-01,5,B-,0,20,46,80,46,6,13,0,0,1
2024-05-01,5,AB+,37,51,24,38,24,2,14,0,0,1
2024-05-01,5,AB-,64,75,14,25,13,6,8,0,0,0
2024-05-01,5,O+,16,55,42,81,41,6,11,0,0,1
2024-05-01,5,O-,116,82,48,14,44,2,3,0,0,0
2024-05-02,5,A+,63,81,26,44,22,5,18,0,0,0
2024-05-02,5,A-,44,69,32,57,31,1,6,0,0,1
2024-05-02,5,B+,6,75,20,89,18,3,13,0,0,1
2024-05-02,5,B-,27,80,21,74,21,4,13,0,0,1
2024-05-02,5,AB+,0,43,14,70,11,8,7,0,0,1
2024-05-02,5,AB-,73,99,17,43,13,8,0,0,0,0
2024-05-02,5,O+,99,77,47,25,47,8,10,0,0,0
2024-05-02,5,O-,17,40,39,62,35,4,18,0,0,1
2024-05-03,5,A+,21,22,49,50,48,8,17,1,0,1
2024-05-03,5,A-,96,75,49,28,47,9,13,1,0,0
2024-05-03,5,B+,58,48,49,39,45,7,7,1,0,0
2024-05-03,5,B-,0,29,18,64,14,4,18,1,0,1
2024-05-03,5,AB+,37,92,22,77,20,9,7,1,0,1
2024-05-03,5,AB-,22,58,13,49,13,9,1,1,0,1
2024-05-03,5,O+,0,25,12,41,10,8,15,1,0,1
2024-05-03,5,O-,14,70,22,78,19,3,12,1,0,1
2024-05-04,5,A+,22,49,36,63,32,4,2,1,0,1
2024-05-04,5,A-,60,45,50,35,46,7,0,1,0,0
2024-05-04,5,B+,99,92,45,38,42,3,9,1,0,0
2024-05-04,5,B-,37,75,42,80,40,8,5,1,0,1
2024-05-04,5,AB+,24,67,37,80,35,8,10,1,0,1
2024-05-04,5,AB-,69,62,27,20,25,2,5,1,0,0
2024-05-04,5,O+,64,75,28,39,26,9,10,1,0,0
2024-05-04,5,O-,47,49,36,38,34,7,11,1,0,0
2024-05-05,5,A+,63,87,7,31,5,6,14,1,1,0
2024-05-05,5,A-,22,50,7,35,3,2,0,1,1,1
2024-05-05,5,B+,0,43,11,90,9,6,11,1,1,1
2024-05-05,5,B-,0,24,12,55,8,1,1,1,1,1
2024-05-05,5,AB+,16,73,3,60,3,6,12,1,1,1
2024-05-05,5,AB-,23,52,6,35,4,7,12,1,1,1
2024-05-05,5,O+,23,93,7,77,3,5,2,1,1,1
2024-05-05,5,O-,62,76,4,18,3,2,7,1,1,0
2024-05-06,5,A+,27,40,4,17,1,7,4,0,1,0
2024-05-06,5,A-,50,73,3,26,3,8,15,0,1,0
2024-05-06,5,B+,0,26,5,64,3,5,2,0,1,1
2024-05-06,5,B-,27,68,12,53,9,5,4,0,1,1
2024-05-06,5,AB+,0,69,2,77,2,7,12,0,1,1
2024-05-06,5,AB-,8,88,4,84,4,5,10,0,1,1
2024-05-06,5,O+,0,43,12,55,9,1,8,0,1,1
2024-05-06,5,O-,30,81,9,60,8,5,14,0,1,1
2024-05-07,5,A+,0,38,25,76,25,8,14,0,0,1
2024-05-07,5,A-,83,86,39,42,36,9,19,0,0,0
2024-05-07,5,B+,10,84,10,84,10,1,15,0,0,1
2024-05-07,5,B-,2,39,19,56,19,6,3,0,0,1
2024-05-07,5,AB+,94,88,34,28,33,1,2,0,0,0
2024-05-07,5,AB-,0,50,33,90,29,3,16,0,0,1
2024-05-07,5,O+,38,80,15,57,14,6,0,0,0,1
2024-05-07,5,O-,32,49,35,52,34,1,15,0,0,1
2024-05-08,5,A+,27,52,48,73,45,2,6,0,0,1
2024-05-08,5,A-,23,62,42,81,41,1,17,0,0,1
2024-05-08,5,B+,30,77,40,87,36,5,18,0,0,1
2024-05-08,5,B-,6,53,25,72,24,4,2,0,0,1
2024-05-08,5,AB+,0,50,29,90,25,4,17,0,0,1
2024-05-08,5,AB-,68,81,50,63,49,8,15,0,0,0
2024-05-08,5,O+,47,61,45,59,44,1,3,0,0,1
2024-05-08,5,O-,51,98,45,92,43,3,18,0,0,1
2024-05-09,5,A+,39,52,16,29,15,2,5,0,0,0
2024-05-09,5,A-,20,40,51,71,47,5,4,0,0,1
2024-05-09,5,B+,51,68,34,51,34,4,7,0,0,0
2024-05-09,5,B-,61,81,35,55,31,4,0,0,0,0
2024-05-09,5,AB+,0,41,21,90,21,9,19,0,0,1
2024-05-09,5,AB-,26,80,23,77,19,5,14,0,0,1
2024-05-09,5,O+,60,35,47,22,46,2,1,0,0,0
2024-05-09,5,O-,53,80,22,49,20,8,13,0,0,0
2024-05-10,5,A+,14,65,15,66,15,2,13,1,0,1
2024-05-10,5,A-,0,31,13,52,13,6,3,1,0,1
2024-05-10,5,B+,29,29,46,46,45,9,19,1,0,1
2024-05-10,5,B-,27,76,24,73,20,5,7,1,0,1
2024-05-10,5,AB+,57,60,34,37,33,7,10,1,0,0
2024-05-10,5,AB-,35,25,34,24,31,2,5,1,0,0
2024-05-10,5,O+,60,63,36,39,33,9,16,1,0,0
2024-05-10,5,O-,60,78,49,67,47,7,13,1,0,1
2024-05-11,5,A+,39,54,49,64,45,7,4,1,0,1
2024-05-11,5,A-,54,85,35,66,33,3,10,1,0,1
2024-05-11,5,B+,59,68,34,43,32,9,18,1,0,0
2024-05-11,5,B-,20,52,52,84,49,2,14,1,0,1
2024-05-11,5,AB+,47,52,46,51,44,4,13,1,0,1
2024-05-11,5,AB-,46,67,19,40,15,8,1,1,0,0
2024-05-11,5,O+,67,98,30,61,29,9,0,1,0,0
2024-05-11,5,O-,53,46,50,43,49,7,6,1,0,0
2024-05-12,5,A+,0,46,14,74,12,2,8,1,0,1
2024-05-12,5,A-,65,42,49,26,45,3,15,1,0,0
2024-05-12,5,B+,94,79,48,33,45,7,18,1,0,0
2024-05-12,5,B-,13,53,40,80,39,2,6,1,0,1
2024-05-12,5,AB+,14,50,22,58,20,4,4,1,0,1
2024-05-12,5,AB-,89,99,52,62,49,2,2,1,0,0
2024-05-12,5,O+,7,33,23,49,21,7,2,1,0,1
2024-05-12,5,O-,41,94,26,79,24,7,9,1,0,1
2024-05-13,5,A+,0,22,45,77,45,5,0,0,0,1
2024-05-13,5,A-,33,35,50,52,46,1,19,0,0,1
2024-05-13,5,B+,55,47,43,35,42,5,19,0,0,0
2024-05-13,5,B-,43,20,48,25,44,9,10,0,0,0
2024-05-13,5,AB+,36,24,44,32,44,9,3,0,0,0
2024-05-13,5,AB-,41,62,52,73,48,2,15,0,0,1
2024-05-13,5,O+,4,62,35,93,33,4,15,0,0,1
2024-05-13,5,O-,13,69,12,68,12,6,5,0,0,1
2024-05-14,5,A+,34,31,32,29,31,6,0,0,0,0
2024-05-14,5,A-,92,96,38,42,37,7,2,0,0,0
2024-05-14,5,B+,15,22,29,36,29,8,7,0,0,1
2024-05-14,5,B-,31,56,45,70,42,4,11,0,0,1
2024-05-14,5,AB+,67,53,52,38,48,3,16,0,0,0
2024-05-14,5,AB-,33,89,26,82,23,2,16,0,0,1
2024-05-14,5,O+,32,79,25,72,21,5,13,0,0,1
2024-05-14,5,O-,30,68,19,57,19,1,11,0,0,1
2024-05-15,5,A+,39,66,46,73,46,4,19,0,0,1
2024-05-15,5,A-,14,36,51,73,47,3,17,0,0,1
2024-05-15,5,B+,58,91,16,49,14,5,5,0,0,0
2024-05-15,5,B-,14,40,36,62,34,9,17,0,0,1
2024-05-15,5,AB+,0,40,34,89,33,2,13,0,0,1
2024-05-15,5,AB-,66,81,17,32,14,7,7,0,0,0
2024-05-15,5,O+,0,35,34,84,32,5,15,0,0,1
2024-05-15,5,O-,38,61,48,71,47,3,16,0,0,1
2024-05-16,5,A+,65,71,28,34,25,7,7,0,0,0
2024-05-16,5,A-,69,54,49,34,48,4,17,0,0,0
2024-05-16,5,B+,74,98,50,74,46,4,19,0,0,0
2024-05-16,5,B-,51,96,45,90,42,4,12,0,0,1
2024-05-16,5,AB+,7,75,18,86,14,8,17,0,0,1
2024-05-16,5,AB-,0,29,24,77,22,5,13,0,0,1
2024-05-16,5,O+,45,64,47,66,47,3,8,0,0,1
2024-05-16,5,O-,38,84,22,68,22,1,1,0,0,1
2024-05-17,5,A+,24,23,42,41,40,9,5,1,0,1
2024-05-17,5,A-,28,23,19,14,15,4,3,1,0,0
2024-05-17,5,B+,66,96,18,48,14,5,14,1,0,0
2024-05-17,5,B-,62,90,28,56,24,5,6,1,0,0
2024-05-17,5,AB+,4,30,50,76,48,9,4,1,0,1
2024-05-17,5,AB-,54,70,20,36,16,5,4,1,0,0
2024-05-17,5,O+,69,93,48,72,45,3,9,1,0,1
2024-05-17,5,O-,59,68,11,20,11,8,6,1,0,0
2024-05-18,5,A+,33,67,40,74,37,8,6,1,0,1
2024-05-18,5,A-,50,61,39,50,37,1,1,1,0,0
2024-05-18,5,B+,13,76,14,77,14,3,8,1,0,1
2024-05-18,5,B-,66,86,14,34,14,9,6,1,0,0
2024-05-18,5,AB+,2,77,16,91,13,5,13,1,0,1
2024-05-18,5,AB-,38,47,43,52,39,6,19,1,0,1
2024-05-18,5,O+,39,86,20,67,18,5,4,1,0,1
2024-05-18,5,O-,0,30,20,76,16,6,5,1,0,1
2024-05-19,5,A+,86,98,34,46,30,1,2,1,0,0
2024-05-19,5,A-,0,44,34,86,34,9,7,1,0,1
2024-05-19,5,B+,28,94,23,89,23,3,11,1,0,1
2024-05-19,5,B-,69,45,45,21,45,9,5,1,0,0
2024-05-19,5,AB+,45,31,48,34,48,3,15,1,0,0
2024-05-19,5,AB-,36,57,50,71,46,8,18,1,0,1
2024-05-19,5,O+,80,87,29,36,25,6,11,1,0,0
2024-05-19,5,O-,23,22,36,35,36,2,17,1,0,1
2024-05-20,5,A+,49,65,35,51,35,2,16,0,0,1
2024-05-20,5,A-,86,53,48,15,48,3,0,0,0,0
2024-05-20,5,B+,41,84,30,73,29,3,0,0,0,1
2024-05-20,5,B-,58,33,46,21,45,2,5,0,0,0
2024-05-20,5,AB+,85,97,22,34,19,3,6,0,0,0
2024-05-20,5,AB-,24,25,29,30,27,2,7,0,0,1
2024-05-20,5,O+,19,65,14,60,11,2,9,0,0,1
2024-05-20,5,O-,0,47,14,86,14,7,7,0,0,1
2024-05-21,5,A+,0,32,22,84,18,5,11,0,0,1
2024-05-21,5,A-,60,85,45,70,43,5,16,0,0,1
2024-05-21,5,B+,0,24,13,75,13,5,0,0,0,1
2024-05-21,5,B-,10,24,29,43,26,7,12,0,0,1
2024-05-21,5,AB+,23,74,33,84,31,4,11,0,0,1
2024-05-21,5,AB-,41,99,30,88,27,3,14,0,0,1
2024-05-21,5,O+,44,93,37,86,34,6,9,0,0,1
2024-05-21,5,O-,27,90,30,93,29,6,18,0,0,1
2024-05-22,5,A+,84,84,22,22,18,1,12,0,0,0
2024-05-22,5,A-,73,89,26,42,22,5,2,0,0,0
2024-05-22,5,B+,7,51,41,85,37,1,16,0,0,1
2024-05-22,5,B-,3,24,30,51,26,1,18,0,0,1
2024-05-22,5,AB+,37,34,37,34,34,2,4,0,0,0
2024-05-22,5,AB-,0,24,18,49,15,3,3,0,0,1
2024-05-22,5,O+,29,80,30,81,26,7,7,0,0,1
2024-05-22,5,O-,14,44,44,74,44,6,18,0,0,1
2024-05-23,5,A+,56,88,32,64,30,5,0,0,0,1
2024-05-23,5,A-,82,85,38,41,37,5,11,0,0,0
2024-05-23,5,B+,12,33,39,60,35,3,1,0,0,1
2024-05-23,5,B-,71,93,49,71,47,5,12,0,0,0
2024-05-23,5,AB+,91,91,41,41,38,1,0,0,0,0
2024-05-23,5,AB-,69,68,32,31,30,7,19,0,0,0
2024-05-23,5,O+,71,51,47,27,47,7,4,0,0,0
2024-05-23,5,O-,26,24,36,34,35,2,10,0,0,1
2024-05-24,5,A+,24,69,36,81,32,8,4,1,0,1
2024-05-24,5,A-,0,58,17,86,17,7,8,1,0,1
2024-05-24,5,B+,0,40,13,72,10,4,12,1,0,1
2024-05-24,5,B-,18,80,14,76,13,6,16,1,0,1
2024-05-24,5,AB+,40,62,31,53,28,9,0,1,0,1
2024-05-24,5,AB-,60,74,42,56,39,5,7,1,0,0
2024-05-24,5,O+,52,55,22,25,21,3,2,1,0,0
2024-05-24,5,O-,29,42,36,49,34,7,18,1,0,1
2024-05-25,5,A+,31,70,42,81,39,9,19,1,0,1
2024-05-25,5,A-,10,22,29,41,28,6,15,1,0,1
2024-05-25,5,B+,30,48,46,64,42,7,5,1,0,1
2024-05-25,5,B-,48,85,38,75,34,4,12,1,0,1
2024-05-25,5,AB+,16,79,15,78,12,1,16,1,0,1
2024-05-25,5,AB-,0,54,13,74,11,4,10,1,0,1
2024-05-25,5,O+,37,86,22,71,19,6,6,1,0,1
2024-05-25,5,O-,27,88,14,75,14,6,2,1,0,1
2024-05-26,5,A+,22,53,40,71,40,7,13,1,0,1
2024-05-26,5,A-,18,21,38,41,36,4,15,1,0,1
2024-05-26,5,B+,56,89,49,82,47,1,15,1,0,1
2024-05-26,5,B-,61,78,48,65,44,1,12,1,0,1
2024-05-26,5,AB+,33,34,49,50,45,1,12,1,0,1
2024-05-26,5,AB-,42,57,38,53,36,4,5,1,0,1
2024-05-26,5,O+,37,55,13,31,12,3,13,1,0,0
2024-05-26,5,O-,40,22,44,26,43,8,2,1,0,0
2024-05-27,5,A+,10,56,29,75,27,3,3,0,0,1
2024-05-27,5,A-,0,25,51,78,49,1,8,0,0,1
2024-05-27,5,B+,100,97,39,36,39,5,4,0,0,0
2024-05-27,5,B-,12,60,12,60,11,1,3,0,0,1
2024-05-27,5,AB+,47,57,47,57,43,2,16,0,0,1
2024-05-27,5,AB-,0,24,39,65,38,2,9,0,0,1
2024-05-27,5,O+,0,29,15,71,12,2,15,0,0,1
2024-05-27,5,O-,34,26,49,41,47,8,16,0,0,1
2024-05-28,5,A+,18,35,33,50,30,4,12,0,0,1
2024-05-28,5,A-,10,50,33,73,29,1,17,0,0,1
2024-05-28,5,B+,43,45,34,36,33,3,6,0,0,0
2024-05-28,5,B-,42,55,26,39,24,5,15,0,0,0
2024-05-28,5,AB+,37,66,11,40,10,8,17,0,0,1
2024-05-28,5,AB-,5,21,26,42,24,4,16,0,0,1
2024-05-28,5,O+,0,43,21,89,20,1,14,0,0,1
2024-05-28,5,O-,52,92,33,73,29,7,17,0,0,1
2024-05-29,5,A+,39,85,31,77,30,3,6,0,0,1
2024-05-29,5,A-,32,88,26,82,24,5,14,0,0,1
2024-05-29,5,B+,19,23,39,43,37,1,13,0,0,1
2024-05-29,5,B-,82,81,49,48,47,7,15,0,0,0
2024-05-29,5,AB+,19,44,41,66,41,8,0,0,0,1
2024-05-29,5,AB-,72,58,41,27,37,7,8,0,0,0
2024-05-29,5,O+,74,45,47,18,45,2,1,0,0,0
2024-05-29,5,O-,43,65,40,62,38,5,5,0,0,1
2024-05-30,5,A+,28,84,35,91,32,2,18,0,0,1
2024-05-30,5,A-,4,37,28,61,25,8,7,0,0,1
2024-05-30,5,B+,9,65,32,88,28,4,14,0,0,1
2024-05-30,5,B-,0,35,22,87,19,8,12,0,0,1
2024-05-30,5,AB+,0,21,44,89,41,1,16,0,0,1
2024-05-30,5,AB-,53,46,45,38,42,9,0,0,0,0
2024-05-30,5,O+,62,56,34,28,34,2,14,0,0,0
2024-05-30,5,O-,40,34,26,20,25,9,10,0,0,0
2024-05-31,5,A+,34,90,17,73,16,5,9,1,0,1
2024-05-31,5,A-,30,61,14,45,13,6,18,1,0,1
2024-05-31,5,B+,57,66,32,41,28,6,0,1,0,0
2024-05-31,5,B-,47,80,15,48,15,5,12,1,0,1
2024-05-31,5,AB+,45,55,37,47,33,4,16,1,0,1
2024-05-31,5,AB-,37,76,18,57,14,9,14,1,0,1
2024-05-31,5,O+,45,21,43,19,41,7,7,1,0,0
2024-05-31,5,O-,65,94,22,51,21,5,19,1,0,0
2024-06-01,6,A+,26,94,12,80,12,5,12,1,0,1
2024-06-01,6,A-,9,27,41,59,37,8,19,1,0,1
2024-06-01,6,B+,89,97,31,39,30,8,18,1,0,0
2024-06-01,6,B-,0,44,17,70,15,7,4,1,0,1
2024-06-01,6,AB+,42,28,35,21,34,2,9,1,0,0
2024-06-01,6,AB-,41,51,42,52,41,9,19,1,0,1
2024-06-01,6,O+,5,49,31,75,28,2,4,1,0,1
2024-06-01,6,O-,37,38,39,40,38,6,17,1,0,1
2024-06-02,6,A+,60,55,43,38,42,4,16,1,0,0
2024-06-02,6,A-,0,39,20,72,19,6,0,1,0,1
2024-06-02,6,B+,38,61,30,53,28,8,7,1,0,1
2024-06-02,6,B-,0,32,20,68,16,8,14,1,0,1
2024-06-02,6,AB+,54,71,24,41,24,8,10,1,0,0
2024-06-02,6,AB-,24,70,35,81,34,2,18,1,0,1
2024-06-02,6,O+,51,51,12,12,12,7,1,1,0,0
2024-06-02,6,O-,12,44,36,68,33,9,9,1,0,1
2024-06-03,6,A+,85,95,48,58,48,7,6,0,0,0
2024-06-03,6,A-,32,71,24,63,24,4,2,0,0,1
2024-06-03,6,B+,73,64,41,32,41,9,9,0,0,0
2024-06-03,6,B-,17,22,34,39,33,3,15,0,0,1
2024-06-03,6,AB+,35,87,43,95,42,9,17,0,0,1
2024-06-03,6,AB-,22,53,20,51,20,8,12,0,0,1
2024-06-03,6,O+,88,93,34,39,33,3,15,0,0,0
2024-06-03,6,O-,80,79,51,50,49,6,9,0,0,0
2024-06-04,6,A+,30,60,41,71,38,8,12,0,0,1
2024-06-04,6,A-,93,92,34,33,30,5,0,0,0,0
2024-06-04,6,B+,27,64,30,67,29,6,1,0,0,1
2024-06-04,6,B-,0,24,48,91,44,8,16,0,0,1
2024-06-04,6,AB+,0,25,38,75,34,3,18,0,0,1
2024-06-04,6,AB-,28,74,19,65,16,5,8,0,0,1
2024-06-04,6,O+,48,88,48,88,45,2,12,0,0,1
2024-06-04,6,O-,99,95,33,29,30,6,9,0,0,0
2024-06-05,6,A+,51,36,50,35,49,9,15,0,0,0
2024-06-05,6,A-,76,95,31,50,29,3,8,0,0,0
2024-06-05,6,B+,4,35,42,73,40,2,1,0,0,1
2024-06-05,6,B-,97,73,42,18,42,3,5,0,0,0
2024-06-05,6,AB+,24,30,30,36,30,7,3,0,0,1
2024-06-05,6,AB-,79,56,48,25,45,6,8,0,0,0
2024-06-05,6,O+,13,42,39,68,36,8,5,0,0,1
2024-06-05,6,O-,34,59,39,64,37,3,9,0,0,1
2024-06-06,6,A+,78,92,10,24,10,8,10,0,0,0
2024-06-06,6,A-,25,62,31,68,31,3,11,0,0,1
2024-06-06,6,B+,49,67,29,47,25,5,19,0,0,0
2024-06-06,6,B-,21,45,14,38,13,1,2,0,0,1
2024-06-06,6,AB+,88,80,43,35,43,5,12,0,0,0
2024-06-06,6,AB-,0,49,14,72,10,8,19,0,0,1
2024-06-06,6,O+,33,84,22,73,19,4,0,0,0,1
2024-06-06,6,O-,19,22,29,32,28,5,13,0,0,1
2024-06-07,6,A+,0,31,24,79,22,4,3,1,0,1
2024-06-07,6,A-,5,46,37,78,33,9,18,1,0,1
2024-06-07,6,B+,2,67,22,87,19,9,14,1,0,1
2024-06-07,6,B-,58,80,46,68,43,2,11,1,0,1
2024-06-07,6,AB+,46,44,51,49,49,2,12,1,0,1
2024-06-07,6,AB-,45,59,46,60,46,5,1,1,0,1
2024-06-07,6,O+,2,25,24,47,20,5,2,1,0,1
2024-06-07,6,O-,54,62,33,41,30,7,15,1,0,0
2024-06-08,6,A+,92,70,52,30,48,9,11,1,0,0
2024-06-08,6,A-,53,51,37,35,34,5,12,1,0,0
2024-06-08,6,B+,82,82,51,51,48,6,17,1,0,0
2024-06-08,6,B-,3,72,22,91,19,1,17,1,0,1
2024-06-08,6,AB+,27,36,51,60,47,6,19,1,0,1
2024-06-08,6,AB-,93,85,27,19,27,9,3,1,0,0
2024-06-08,6,O+,63,99,15,51,12,5,1,1,0,0
2024-06-08,6,O-,29,59,13,43,10,1,1,1,0,1
2024-06-09,6,A+,73,91,49,67,48,3,6,1,0,0
2024-06-09,6,A-,29,35,25,31,25,2,1,1,0,1
2024-06-09,6,B+,0,29,18,66,15,3,13,1,0,1
2024-06-09,6,B-,46,67,27,48,23,5,11,1,0,1
2024-06-09,6,AB+,42,69,17,44,14,9,7,1,0,1
2024-06-09,6,AB-,73,97,24,48,20,4,4,1,0,0
2024-06-09,6,O+,0,23,53,81,49,9,6,1,0,1
2024-06-09,6,O-,43,23,46,26,46,9,13,1,0,0
2024-06-10,6,A+,52,58,42,48,38,2,13,0,0,0
2024-06-10,6,A-,32,48,42,58,42,5,6,0,0,1
2024-06-10,6,B+,95,83,41,29,39,1,11,0,0,0
2024-06-10,6,B-,12,54,18,60,18,1,16,0,0,1
2024-06-10,6,AB+,0,27,20,66,19,5,14,0,0,1
2024-06-10,6,AB-,61,66,32,37,30,7,5,0,0,0
